location;date;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;cardiovasc_death_rate;hospital_beds_per_thousand;life_expectancy;human_development_index
Peru;11/05/2020;2087,296;45,948;296,556;15,771;85,755;1,6;76,74;0,777
Peru;12/05/2020;2185,471;98,175;312,206;15,65;85,755;1,6;76,74;0,777
Peru;13/05/2020;2314,277;128,807;326,339;14,133;85,755;1,6;76,74;0,777
Peru;14/05/2020;2444,631;130,354;342,019;15,68;85,755;1,6;76,74;0,777
Peru;15/05/2020;2562,641;118,01;358,609;16,59;85,755;1,6;76,74;0,777
Peru;16/05/2020;2685,352;122,711;374,046;15,437;85,755;1,6;76,74;0,777
Peru;17/05/2020;2798,539;113,187;389,272;15,225;85,755;1,6;76,74;0,777
Peru;18/05/2020;2879,214;80,675;405,467;16,196;85,755;1,6;76,74;0,777
Peru;19/05/2020;3017,211;137,997;424,119;18,652;85,755;1,6;76,74;0,777
Peru;20/05/2020;3154,813;137,602;440,133;16,014;85,755;1,6;76,74;0,777
Peru;21/05/2020;3298,845;144,032;456,632;16,499;85,755;1,6;76,74;0,777
Peru;22/05/2020;3387,678;88,833;472,615;15,983;85,755;1,6;76,74;0,777
Peru;23/05/2020;3510,692;123,014;488,326;15,71;85,755;1,6;76,74;0,777
Peru;24/05/2020;3638,225;127,533;504,794;16,469;85,755;1,6;76,74;0,777
Peru;25/05/2020;3760,147;121,922;522,142;17,348;85,755;1,6;76,74;0,777
Peru;26/05/2020;3935,206;175,058;539,733;17,591;85,755;1,6;76,74;0,777
Peru;27/05/2020;4121,85;186,644;556,232;16,499;85,755;1,6;76,74;0,777
Peru;28/05/2020;4300,002;178,152;573,944;17,712;85,755;1,6;76,74;0,777
Peru;29/05/2020;4497,322;197,32;594,72;20,775;85,755;1,6;76,74;0,777
Peru;30/05/2020;4721,331;224,009;609,945;15,225;85,755;1,6;76,74;0,777
Peru;31/05/2020;4988,377;267,046;628,112;18,167;85,755;1,6;76,74;0,777
Peru;01/06/2020;5157,097;168,72;645,338;17,227;85,755;1,6;76,74;0,777
Peru;02/06/2020;5403,549;246,453;665,356;20,017;85,755;1,6;76,74;0,777
Peru;03/06/2020;5426,266;22,716;681,672;16,317;85,755;1,6;76,74;0,777
Peru;04/06/2020;5556,195;129,929;698,323;16,651;85,755;1,6;76,74;0,777
Peru;05/06/2020;5683,637;127,442;716,975;18,652;85,755;1,6;76,74;0,777
Peru;06/06/2020;5815,81;132,173;734,718;17,742;85,755;1,6;76,74;0,777
Peru;07/06/2020;5960,085;144,275;753,188;18,47;85,755;1,6;76,74;0,777
Peru;08/06/2020;6056,561;96,476;770,415;17,227;85,755;1,6;76,74;0,777
Peru;09/06/2020;6179,09;122,529;789,006;18,592;85,755;1,6;76,74;0,777
Peru;10/06/2020;6333,373;154,283;807,052;18,046;85,755;1,6;76,74;0,777
Peru;11/06/2020;6514,285;180,912;825,704;18,652;85,755;1,6;76,74;0,777
Peru;12/06/2020;6514,285;0;843,902;18,197;85,755;1,6;76,74;0,777
Peru;13/06/2020;6695,076;180,791;860,916;17,015;85,755;1,6;76,74;0,777
Peru;14/06/2020;6967,641;272,566;879,842;18,925;85,755;1,6;76,74;0,777
Peru;15/06/2020;7066,392;98,751;897,827;17,985;85,755;1,6;76,74;0,777
Peru;16/06/2020;7192,682;126,29;916,843;19,016;85,755;1,6;76,74;0,777
Peru;17/06/2020;7306,476;113,794;935,343;18,501;85,755;1,6;76,74;0,777
Peru;18/06/2020;7412,021;105,545;953,632;18,288;85,755;1,6;76,74;0,777
Peru;19/06/2020;7519,294;107,273;969,372;15,741;85,755;1,6;76,74;0,777
Peru;20/06/2020;7622,806;103,513;987,934;18,561;85,755;1,6;76,74;0,777
Peru;21/06/2020;7731,93;109,123;1011,166;23,232;85,755;1,6;76,74;0,777
Peru;22/06/2020;7808,086;76,156;1021,902;10,736;85,755;1,6;76,74;0,777
Peru;23/06/2020;7910,082;101,996;1038,189;16,287;85,755;1,6;76,74;0,777
Peru;24/06/2020;8027,728;117,646;1054,809;16,62;85,755;1,6;76,74;0,777
Peru;25/06/2020;8146,405;118,677;1070,58;15,771;85,755;1,6;76,74;0,777
Peru;26/06/2020;8260,502;114,097;1086,199;15,619;85,755;1,6;76,74;0,777
Peru;27/06/2020;8370,444;109,942;1102,061;15,862;85,755;1,6;76,74;0,777
Peru;28/06/2020;8474,472;104,028;1118,227;16,165;85,755;1,6;76,74;0,777
Peru;29/06/2020;8563,821;89,349;1134,453;16,226;85,755;1,6;76,74;0,777
Peru;30/06/2020;8650,198;86,377;1149,405;14,952;85,755;1,6;76,74;0,777
Peru;01/07/2020;8749,192;98,994;1166,116;16,711;85,755;1,6;76,74;0,777
Peru;02/07/2020;8856,162;106,97;1182,372;16,256;85,755;1,6;76,74;0,777
Peru;03/07/2020;8965,194;109,032;1198,993;16,62;85,755;1,6;76,74;0,777
Peru;04/07/2020;9070,769;105,575;1216,432;17,439;85,755;1,6;76,74;0,777
Peru;05/07/2020;9181,106;110,337;1232,112;15,68;85,755;1,6;76,74;0,777
Peru;06/07/2020;9271,637;90,532;1249,551;17,439;85,755;1,6;76,74;0,777
Peru;07/07/2020;9380,063;108,426;1266,414;16,863;85,755;1,6;76,74;0,777
Peru;08/07/2020;9490,248;110,185;1282,731;16,317;85,755;1,6;76,74;0,777
Peru;09/07/2020;9597,521;107,273;1299,836;17,106;85,755;1,6;76,74;0,777
Peru;10/07/2020;9694,513;96,992;1315,577;15,741;85,755;1,6;76,74;0,777
Peru;11/07/2020;9787,441;92,928;1333,016;17,439;85,755;1,6;76,74;0,777
Peru;12/07/2020;9897,11;109,669;1350,486;17,469;85,755;1,6;76,74;0,777
Peru;13/07/2020;10012,269;115,159;1368,258;17,773;85,755;1,6;76,74;0,777
Peru;14/07/2020;10125,821;113,551;1386,304;18,046;85,755;1,6;76,74;0,777
Peru;15/07/2020;10243,618;117,797;1404,228;17,924;85,755;1,6;76,74;0,777
Peru;16/07/2020;10359,929;116,311;1422,82;18,592;85,755;1,6;76,74;0,777
Peru;17/07/2020;10479,759;119,83;1439,774;16,954;85,755;1,6;76,74;0,777
Peru;18/07/2020;10599,952;120,193;1475,35;35,576;85,755;1,6;76,74;0,777
Peru;19/07/2020;10723,998;124,045;1499,127;23,778;85,755;1,6;76,74;0,777
Peru;20/07/2020;10848,073;124,076;1499,582;0,455;85,755;1,6;76,74;0,777
Peru;21/07/2020;10981,702;133,629;1512,654;13,072;85,755;1,6;76,74;0,777
Peru;22/07/2020;11117,06;135,358;1530,791;18,137;85,755;1,6;76,74;0,777
Peru;23/07/2020;11254,935;137,875;1549,716;18,925;85,755;1,6;76,74;0,777
Peru;24/07/2020;11402,486;147,55;1568,49;18,774;85,755;1,6;76,74;0,777
Peru;25/07/2020;11402,486;0;1586,05;17,56;85,755;1,6;76,74;0,777
Peru;26/07/2020;11402,486;0;1604,672;18,622;85,755;1,6;76,74;0,777
Peru;27/07/2020;11819,69;417,204;1623,567;18,895;85,755;1,6;76,74;0,777
Peru;28/07/2020;11980,069;160,379;1643,281;19,714;85,755;1,6;76,74;0,777
Peru;29/07/2020;12152,277;172,208;1661,842;18,561;85,755;1,6;76,74;0,777
Peru;30/07/2020;12152,277;0;1679,675;17,833;85,755;1,6;76,74;0,777
Peru;31/07/2020;12358,786;206,51;1697,873;18,197;85,755;1,6;76,74;0,777
Peru;01/08/2020;12358,786;0;1717,041;19,168;85,755;1,6;76,74;0,777
Peru;02/08/2020;13006,551;647,765;1737,391;20,351;85,755;1,6;76,74;0,777
Peru;03/08/2020;13135,449;128,898;1754,83;17,439;85,755;1,6;76,74;0,777
Peru;04/08/2020;13341,382;205,933;1774,787;19,956;85,755;1,6;76,74;0,777
Peru;05/08/2020;13575,946;234,564;1794,713;19,926;85,755;1,6;76,74;0,777
Peru;06/08/2020;13812,057;236,111;1812,941;18,228;85,755;1,6;76,74;0,777
Peru;07/08/2020;14068,821;256,765;1831,987;19,047;85,755;1,6;76,74;0,777
Peru;08/08/2020;14068,821;0;1852,065;20,078;85,755;1,6;76,74;0,777
Peru;09/08/2020;14497,945;429,124;1871,839;19,774;85,755;1,6;76,74;0,777
Peru;10/08/2020;14652,895;154,95;1889,46;17,621;85,755;1,6;76,74;0,777
Peru;11/08/2020;14851,458;198,563;1908,719;19,259;85,755;1,6;76,74;0,777
Peru;12/08/2020;14851,458;0;1920,032;11,313;85,755;1,6;76,74;0,777
Peru;13/08/2020;15120,627;269,169;1945,266;25,234;85,755;1,6;76,74;0,777
Peru;14/08/2020;15658,693;538,065;1965,525;20,26;85,755;1,6;76,74;0,777
Peru;15/08/2020;15658,693;0;1985,209;19,683;85,755;1,6;76,74;0,777
Peru;16/08/2020;15947,029;288,337;2002,921;17,712;85,755;1,6;76,74;0,777
Peru;17/08/2020;16254,656;307,626;2019,571;16,651;85,755;1,6;76,74;0,777
Peru;18/08/2020;16422,89;168,234;2038,042;18,47;85,755;1,6;76,74;0,777
Peru;19/08/2020;16660,305;237,415;2055,42;17,378;85,755;1,6;76,74;0,777
Peru;20/08/2020;16936,267;275,963;2071,04;15,619;85,755;1,6;76,74;0,777
Peru;21/08/2020;17198,279;262,011;2086,356;15,316;85,755;1,6;76,74;0,777
Peru;22/08/2020;17471,482;273,203;2102,157;15,801;85,755;1,6;76,74;0,777
Peru;23/08/2020;17749,567;278,086;2117,746;15,589;85,755;1,6;76,74;0,777
Peru;24/08/2020;18025,257;275,69;2133,638;15,892;85,755;1,6;76,74;0,777
Peru;25/08/2020;18210,627;185,37;2149,137;15,498;85,755;1,6;76,74;0,777
Peru;26/08/2020;18421,231;210,604;2165,059;15,923;85,755;1,6;76,74;0,777
Peru;27/08/2020;18603,083;181,852;2178,556;13,496;85,755;1,6;76,74;0,777
Peru;28/08/2020;18864,488;261,405;2193,356;14,801;85,755;1,6;76,74;0,777
Peru;29/08/2020;19106,028;241,539;2207,975;14,619;85,755;1,6;76,74;0,777
Peru;30/08/2020;19393,364;287,336;2220,895;12,92;85,755;1,6;76,74;0,777
Peru;31/08/2020;19627,836;234,473;2232,571;11,677;85,755;1,6;76,74;0,777
Peru;01/09/2020;19775,569;147,732;2245,522;12,95;85,755;1,6;76,74;0,777
Peru;02/09/2020;19930,003;154,435;2256,956;11,434;85,755;1,6;76,74;0,777
Peru;03/09/2020;19930,003;0;2269,087;12,132;85,755;1,6;76,74;0,777
Peru;04/09/2020;20324,764;394,761;2279,945;10,858;85,755;1,6;76,74;0,777
Peru;05/09/2020;20528,059;203,295;2291,046;11,1;85,755;1,6;76,74;0,777
Peru;06/09/2020;20735,933;207,874;2301,994;10,949;85,755;1,6;76,74;0,777
Peru;07/09/2020;20926,247;190,314;2312,731;10,736;85,755;1,6;76,74;0,777
Peru;08/09/2020;20974,713;48,466;2322,77;10,039;85,755;1,6;76,74;0,777
Peru;09/09/2020;21114,681;139,968;2332,475;9,705;85,755;1,6;76,74;0,777
Peru;10/09/2020;21314,427;199,746;2342,271;9,796;85,755;1,6;76,74;0,777
Peru;11/09/2020;21535,555;221,128;2351,43;9,159;85,755;1,6;76,74;0,777
Peru;12/09/2020;21735,817;200,262;2360,347;8,917;85,755;1,6;76,74;0,777
Peru;13/09/2020;21922,703;186,887;2369,142;8,795;85,755;1,6;76,74;0,777
Peru;14/09/2020;22128,546;205,842;2377,604;8,462;85,755;1,6;76,74;0,777
Peru;15/09/2020;22257,171;128,625;2386,278;8,674;85,755;1,6;76,74;0,777
Peru;16/09/2020;22383,339;126,168;2394,861;8,583;85,755;1,6;76,74;0,777
Peru;17/09/2020;22576,837;193,498;2402,686;7,825;85,755;1,6;76,74;0,777
Peru;18/09/2020;22749,651;172,814;2410,359;7,673;85,755;1,6;76,74;0,777
Peru;19/09/2020;22941,148;191,497;2417,881;7,522;85,755;1,6;76,74;0,777
Peru;20/09/2020;23136,86;195,712;2426,434;8,553;85,755;1,6;76,74;0,777
Peru;21/09/2020;23319,744;182,883;2433,743;7,309;85,755;1,6;76,74;0,777
Peru;22/09/2020;23319,744;0;2440,81;7,067;85,755;1,6;76,74;0,777
Peru;23/09/2020;23551,79;232,046;2447,876;7,067;85,755;1,6;76,74;0,777
Peru;24/09/2020;23738,283;186,492;2454,609;6,733;85,755;1,6;76,74;0,777
Peru;25/09/2020;24098,863;360,58;2461,069;6,46;85,755;1,6;76,74;0,777
Peru;26/09/2020;24098,863;0;2467,711;6,642;85,755;1,6;76,74;0,777
Peru;27/09/2020;24267,431;168,568;2474,687;6,976;85,755;1,6;76,74;0,777
Peru;28/09/2020;24423,928;156,497;2479,722;5,035;85,755;1,6;76,74;0,777
Peru;29/09/2020;24527,41;103,482;2485,757;6,035;85,755;1,6;76,74;0,777
Peru;30/09/2020;24620,035;92,624;2491,065;5,308;85,755;1,6;76,74;0,777
Peru;01/10/2020;24712,872;92,837;2495,887;4,822;85,755;1,6;76,74;0,777
Peru;02/10/2020;24818,052;105,181;2501,437;5,55;85,755;1,6;76,74;0,777
Peru;03/10/2020;24917,137;99,085;2506,32;4,883;85,755;1,6;76,74;0,777
Peru;04/10/2020;24917,137;0;2511,476;5,156;85,755;1,6;76,74;0,777
Peru;05/10/2020;25117,459;200,322;2517,026;5,55;85,755;1,6;76,74;0,777
Peru;06/10/2020;25172,961;55,502;2522,121;5,095;85,755;1,6;76,74;0,777
Peru;07/10/2020;25261,825;88,864;2527,429;5,308;85,755;1,6;76,74;0,777
Peru;08/10/2020;25344,714;82,889;2532,919;5,49;85,755;1,6;76,74;0,777
Peru;09/10/2020;25434,245;89,531;2537,498;4,58;85,755;1,6;76,74;0,777
Peru;10/10/2020;25660,923;226,678;2542,32;4,822;85,755;1,6;76,74;0,777
Peru;11/10/2020;25760,493;99,57;2546,961;4,64;85,755;1,6;76,74;0,777
Peru;12/10/2020;25815,085;54,592;2551,086;4,125;85,755;1,6;76,74;0,777
Peru;13/10/2020;25900,097;85,012;2555,605;4,519;85,755;1,6;76,74;0,777
Peru;14/10/2020;25900,097;0;2560,093;4,489;85,755;1,6;76,74;0,777
Peru;15/10/2020;26074,973;174,876;2564,279;4,185;85,755;1,6;76,74;0,777
Peru;16/10/2020;26074,973;0;2568,282;4,003;85,755;1,6;76,74;0,777
Peru;17/10/2020;26156,164;81,19;2572,771;4,489;85,755;1,6;76,74;0,777
Peru;18/10/2020;26251,154;94,99;2576,622;3,852;85,755;1,6;76,74;0,777
Peru;19/10/2020;26345,962;94,808;2580,292;3,67;85,755;1,6;76,74;0,777
Peru;20/10/2020;26412,716;66,754;2584,569;4,276;85,755;1,6;76,74;0,777
Peru;21/10/2020;26511,042;98,326;2588,724;4,155;85,755;1,6;76,74;0,777
Peru;22/10/2020;26685,676;174,634;2592,606;3,882;85,755;1,6;76,74;0,777
Peru;23/10/2020;26685,676;0;2596,033;3,427;85,755;1,6;76,74;0,777
Peru;24/10/2020;26783,942;98,266;2599,521;3,488;85,755;1,6;76,74;0,777
Peru;25/10/2020;26953,753;169,812;2602,705;3,185;85,755;1,6;76,74;0,777
Peru;26/10/2020;26953,753;0;2605,526;2,821;85,755;1,6;76,74;0,777
Peru;27/10/2020;27010,135;56,381;2609,256;3,73;85,755;1,6;76,74;0,777
Peru;28/10/2020;27068,457;58,322;2612,653;3,397;85,755;1,6;76,74;0,777
Peru;29/10/2020;27142,187;73,73;2616,262;3,609;85,755;1,6;76,74;0,777
Peru;30/10/2020;27223,044;80,857;2619,477;3,215;85,755;1,6;76,74;0,777
Peru;31/10/2020;27301,474;78,431;2623,268;3,791;85,755;1,6;76,74;0,777
Peru;01/11/2020;27371,928;70,454;2626,119;2,851;85,755;1,6;76,74;0,777
Peru;02/11/2020;27371,928;0;2629,577;3,457;85,755;1,6;76,74;0,777
Peru;03/11/2020;27371,928;0;2632,792;3,215;85,755;1,6;76,74;0,777
Peru;04/11/2020;27653,502;281,574;2635,764;2,972;85,755;1,6;76,74;0,777
Peru;05/11/2020;27742,517;89,015;2639,616;3,852;85,755;1,6;76,74;0,777
Peru;06/11/2020;27742,517;0;2642,497;2,881;85,755;1,6;76,74;0,777
Peru;07/11/2020;27826,862;84,345;2645,772;3,276;85,755;1,6;76,74;0,777
Peru;08/11/2020;27902,896;76,035;2648,532;2,76;85,755;1,6;76,74;0,777
Peru;09/11/2020;27973,35;70,454;2651,717;3,185;85,755;1,6;76,74;0,777
Peru;10/11/2020;28009,563;36,213;2655,053;3,336;85,755;1,6;76,74;0,777
Peru;11/11/2020;28067,309;57,746;2658,207;3,154;85,755;1,6;76,74;0,777
Peru;12/11/2020;28145,406;78,097;2660,998;2,79;85,755;1,6;76,74;0,777
Peru;13/11/2020;28213,07;67,664;2663,848;2,851;85,755;1,6;76,74;0,777
Peru;14/11/2020;28286,254;73,184;2667,549;3,7;85,755;1,6;76,74;0,777
Peru;15/11/2020;28354,463;68,21;2670,672;3,124;85,755;1,6;76,74;0,777
Peru;16/11/2020;28418,518;64,055;2672,735;2,062;85,755;1,6;76,74;0,777
Peru;17/11/2020;28456,641;38,123;2675,555;2,821;85,755;1,6;76,74;0,777
Peru;18/11/2020;28507,078;50,437;2678,679;3,124;85,755;1,6;76,74;0,777
Peru;19/11/2020;28507,078;0;2681,47;2,79;85,755;1,6;76,74;0,777
Peru;20/11/2020;28627,969;120,891;2683,926;2,457;85,755;1,6;76,74;0,777
Peru;21/11/2020;28754,259;126,29;2687,08;3,154;85,755;1,6;76,74;0,777
Peru;22/11/2020;28754,259;0;2690,265;3,185;85,755;1,6;76,74;0,777
Peru;23/11/2020;28802,452;48,193;2692,873;2,608;85,755;1,6;76,74;0,777
Peru;24/11/2020;28829,353;26,902;2695,967;3,094;85,755;1,6;76,74;0,777
Peru;25/11/2020;28886,432;57,079;2699,091;3,124;85,755;1,6;76,74;0,777
Peru;26/11/2020;28886,432;0;2701,851;2,76;85,755;1,6;76,74;0,777
Peru;27/11/2020;29004,958;118,525;2704,914;3,063;85,755;1,6;76,74;0,777
Peru;28/11/2020;29126,91;121,953;2707,522;2,608;85,755;1,6;76,74;0,777
Peru;29/11/2020;29192,481;65,571;2710,312;2,79;85,755;1,6;76,74;0,777
Peru;30/11/2020;29192,481;0;2712,89;2,578;85,755;1,6;76,74;0,777
Peru;01/12/2020;29225,085;32,604;2716,287;3,397;85,755;1,6;76,74;0,777
Peru;02/12/2020;29225,085;0;2719,381;3,094;85,755;1,6;76,74;0,777
Peru;03/12/2020;29330,326;105,241;2722,717;3,336;85,755;1,6;76,74;0,777
Peru;04/12/2020;29330,326;0;2725,173;2,457;85,755;1,6;76,74;0,777
Peru;05/12/2020;29445,121;114,795;2728,297;3,124;85,755;1,6;76,74;0,777
Peru;06/12/2020;29500,562;55,441;2731,118;2,821;85,755;1,6;76,74;0,777
Peru;07/12/2020;29537,685;37,123;2734,272;3,154;85,755;1,6;76,74;0,777
Peru;08/12/2020;29537,685;0;2737,608;3,336;85,755;1,6;76,74;0,777
Peru;09/12/2020;29619,846;82,161;2740,308;2,699;85,755;1,6;76,74;0,777
Peru;10/12/2020;29695,365;75,519;2743,34;3,033;85,755;1,6;76,74;0,777
Peru;11/12/2020;29695,365;0;2746,434;3,094;85,755;1,6;76,74;0,777
Peru;12/12/2020;29750,928;55,563;2750,104;3,67;85,755;1,6;76,74;0,777
Peru;13/12/2020;29750,928;0;2753,774;3,67;85,755;1,6;76,74;0,777
Peru;14/12/2020;29873,153;122,225;2756,958;3,185;85,755;1,6;76,74;0,777
Peru;15/12/2020;29908,244;35,091;2760,598;3,639;85,755;1,6;76,74;0,777
Peru;16/12/2020;29908,244;0;2763,661;3,063;85,755;1,6;76,74;0,777
Peru;17/12/2020;30009,148;100,904;2766,997;3,336;85,755;1,6;76,74;0,777
Peru;18/12/2020;30009,148;0;2770,94;3,943;85,755;1,6;76,74;0,777
Peru;19/12/2020;30009,148;0;2774,488;3,548;85,755;1,6;76,74;0,777
Peru;20/12/2020;30204,527;195,379;2778,522;4,034;85,755;1,6;76,74;0,777
Peru;21/12/2020;30253,599;49,072;2782,252;3,73;85,755;1,6;76,74;0,777
Peru;22/12/2020;30282,654;29,055;2785,922;3,67;85,755;1,6;76,74;0,777
Peru;23/12/2020;30333,546;50,892;2789,744;3,821;85,755;1,6;76,74;0,777
Peru;24/12/2020;30333,546;0;2793,626;3,882;85,755;1,6;76,74;0,777
Peru;25/12/2020;30449,675;116,129;2797,205;3,579;85,755;1,6;76,74;0,777
Peru;26/12/2020;30497,11;47,434;2800,935;3,73;85,755;1,6;76,74;0,777
Peru;27/12/2020;30497,11;0;2805,211;4,276;85,755;1,6;76,74;0,777
Peru;28/12/2020;30561,134;64,024;2809,336;4,125;85,755;1,6;76,74;0,777
Peru;29/12/2020;30599,075;37,941;2813,673;4,337;85,755;1,6;76,74;0,777
Peru;30/12/2020;30647,238;48,162;2817,464;3,791;85,755;1,6;76,74;0,777
Peru;31/12/2020;30787,994;140,756;2822,711;5,247;85,755;1,6;76,74;0,777
Peru;01/01/2021;30787,994;0;2827,594;4,883;85,755;1,6;76,74;0,777
Peru;02/01/2021;30787,994;0;2832,022;4,428;85,755;1,6;76,74;0,777
Peru;03/01/2021;30877,828;89,834;2838,027;6,005;85,755;1,6;76,74;0,777
Peru;04/01/2021;30919,561;41,733;2843,274;5,247;85,755;1,6;76,74;0,777
Peru;05/01/2021;30919,561;0;2849,643;6,369;85,755;1,6;76,74;0,777
Peru;06/01/2021;30996,687;77,126;2855,163;5,52;85,755;1,6;76,74;0,777
Peru;07/01/2021;30996,687;0;2860,531;5,368;85,755;1,6;76,74;0,777
Peru;08/01/2021;31122,916;126,229;2866,9;6,369;85,755;1,6;76,74;0,777
Peru;09/01/2021;31122,916;0;2873,846;6,945;85,755;1,6;76,74;0,777
Peru;10/01/2021;31122,916;0;2880,518;6,672;85,755;1,6;76,74;0,777
Peru;11/01/2021;31395,998;273,081;2888,313;7,795;85,755;1,6;76,74;0,777
Peru;12/01/2021;31461,69;65,692;2895,895;7,582;85,755;1,6;76,74;0,777
Peru;13/01/2021;31549,068;87,378;2903,325;7,431;85,755;1,6;76,74;0,777
Peru;14/01/2021;31549,068;0;2912,909;9,584;85,755;1,6;76,74;0,777
Peru;15/01/2021;32028,022;478,954;2921,28;8,371;85,755;1,6;76,74;0,777
Peru;16/01/2021;32028,022;0;2931,349;10,069;85,755;1,6;76,74;0,777
Peru;17/01/2021;32165,836;137,815;2941,995;10,645;85,755;1,6;76,74;0,777
Peru;18/01/2021;32165,836;0;2951,761;9,766;85,755;1,6;76,74;0,777
Peru;19/01/2021;32165,836;0;2963,65;11,889;85,755;1,6;76,74;0,777
Peru;20/01/2021;32549,406;383,57;2976,388;12,738;85,755;1,6;76,74;0,777
Peru;21/01/2021;32549,406;0;2988,155;11,768;85,755;1,6;76,74;0,777
Peru;22/01/2021;32843,384;293,978;3001,53;13,375;85,755;1,6;76,74;0,777
Peru;23/01/2021;32843,384;0;3015,027;13,496;85,755;1,6;76,74;0,777
Peru;24/01/2021;33177,942;334,558;3030,161;15,134;85,755;1,6;76,74;0,777
Peru;25/01/2021;33177,942;0;3044,325;14,164;85,755;1,6;76,74;0,777
Peru;26/01/2021;33581,347;403,405;3068,709;24,384;85,755;1,6;76,74;0,777
Peru;27/01/2021;33581,347;0;3084,055;15,346;85,755;1,6;76,74;0,777
Peru;28/01/2021;33785,491;204,144;3093,184;9,129;85,755;1,6;76,74;0,777
Peru;29/01/2021;33958,821;173,33;3116,477;23,293;85,755;1,6;76,74;0,777
Peru;30/01/2021;34363,317;404,497;3126,334;9,857;85,755;1,6;76,74;0,777
Peru;31/01/2021;34521,543;158,226;3148,444;22,11;85,755;1,6;76,74;0,777
Peru;01/02/2021;34521,543;0;3162,425;13,982;85,755;1,6;76,74;0,777
Peru;02/02/2021;34657,326;135,783;3180,956;18,531;85,755;1,6;76,74;0,777
Peru;03/02/2021;35131,093;473,768;3203,551;22,595;85,755;1,6;76,74;0,777
Peru;04/02/2021;35131,093;0;3215,107;11,555;85,755;1,6;76,74;0,777
Peru;05/02/2021;35334,752;203,659;3240,583;25,476;85,755;1,6;76,74;0,777
Peru;06/02/2021;35577,171;242,419;3253,655;13,072;85,755;1,6;76,74;0,777
Peru;07/02/2021;35991,251;414,081;3271,336;17,682;85,755;1,6;76,74;0,777
Peru;08/02/2021;35991,251;0;3291,202;19,865;85,755;1,6;76,74;0,777
Peru;09/02/2021;36296,967;305,715;3316,193;24,991;85,755;1,6;76,74;0,777
Peru;10/02/2021;36296,967;0;3332,085;15,892;85,755;1,6;76,74;0,777
Peru;11/02/2021;36500,898;203,932;3352,133;20,047;85,755;1,6;76,74;0,777
Peru;12/02/2021;36768,005;267,107;3372,847;20,715;85,755;1,6;76,74;0,777
Peru;13/02/2021;37023,951;255,946;3395,169;22,322;85,755;1,6;76,74;0,777
Peru;14/02/2021;37465,236;441,286;3415,732;20,563;85,755;1,6;76,74;0,777
Peru;15/02/2021;37562,38;97,143;3436,568;20,836;85,755;1,6;76,74;0,777
Peru;16/02/2021;37562,38;0;3457,222;20,654;85,755;1,6;76,74;0,777
Peru;17/02/2021;37751,268;188,888;3479,362;22,14;85,755;1,6;76,74;0,777
Peru;18/02/2021;37975,945;224,677;3501,017;21,655;85,755;1,6;76,74;0,777
Peru;19/02/2021;38269,134;293,19;3527,221;26,204;85,755;1,6;76,74;0,777
Peru;20/02/2021;38503,243;234,109;3543,417;16,196;85,755;1,6;76,74;0,777
Peru;21/02/2021;38921,357;418,114;3571,077;27,66;85,755;1,6;76,74;0,777
Peru;22/02/2021;38921,357;0;3585,726;14,649;85,755;1,6;76,74;0,777
Peru;23/02/2021;39025,931;104,574;3606,865;21,139;85,755;1,6;76,74;0,777
Peru;24/02/2021;39230,348;204,417;3626,579;19,714;85,755;1,6;76,74;0,777
Peru;25/02/2021;39451,81;221,462;3647,112;20,533;85,755;1,6;76,74;0,777
Peru;26/02/2021;39923,849;472,039;3673,437;26,325;85,755;1,6;76,74;0,777
Peru;27/02/2021;40151,316;227,467;3694,485;21,048;85,755;1,6;76,74;0,777
Peru;28/02/2021;40151,316;0;3715,352;20,866;85,755;1,6;76,74;0,777
Peru;01/03/2021;40331,53;180,214;3741,525;26,174;85,755;1,6;76,74;0,777
Peru;02/03/2021;40589,083;257,553;3751,686;10,16;85,755;1,6;76,74;0,777
Peru;03/03/2021;40589,083;0;3772,431;20,745;85,755;1,6;76,74;0,777
Peru;04/03/2021;40791,438;202,354;3793,843;21,412;85,755;1,6;76,74;0,777
Peru;05/03/2021;40939,382;147,944;3820,532;26,689;85,755;1,6;76,74;0,777
Peru;06/03/2021;41195,57;256,188;3834,15;13,618;85,755;1,6;76,74;0,777
Peru;07/03/2021;41397,864;202,294;3859,02;24,87;85,755;1,6;76,74;0,777
Peru;08/03/2021;41586,267;188,403;3871,212;12,192;85,755;1,6;76,74;0,777
Peru;09/03/2021;41854,587;268,32;3900,752;29,54;85,755;1,6;76,74;0,777
Peru;10/03/2021;41854,587;0;3912,035;11,282;85,755;1,6;76,74;0,777
Peru;11/03/2021;42080,052;225,465;3930,869;18,834;85,755;1,6;76,74;0,777
Peru;12/03/2021;42295,812;215,76;3950,977;20,108;85,755;1,6;76,74;0,777
Peru;13/03/2021;42539,626;243,814;3969,781;18,804;85,755;1,6;76,74;0,777
Peru;14/03/2021;42701,977;162,351;3989,313;19,532;85,755;1,6;76,74;0,777
Peru;15/03/2021;42836,728;134,751;4013,515;24,202;85,755;1,6;76,74;0,777
Peru;16/03/2021;43035,928;199,2;4039,143;25,628;85,755;1,6;76,74;0,777
Peru;17/03/2021;43540,116;504,188;4055,369;16,226;85,755;1,6;76,74;0,777
Peru;18/03/2021;43540,116;0;4069,624;14,255;85,755;1,6;76,74;0,777
